person_age,person_gender,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,person_education_Associate,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,emp_exp_ratio,credit_score_per_year,high_risk_flag,age_bin,edu_income_interaction,true_label,prediction,interpretability
24.0,0,51912.0,2,18250.0,12.5,0.35,4.0,652,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.08,130.4,1,0,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT > 0.500 → loan_percent_income > 0.386
30.0,1,240937.0,6,10000.0,8.59,0.04,10.0,611,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.1935483870967742,55.54545454545455,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
30.0,1,61109.0,8,12000.0,8.45,0.2,6.0,570,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.25806451612903225,81.42857142857143,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
23.0,1,68355.0,0,8000.0,14.54,0.12,2.0,674,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,224.66666666666666,0,0,68355.0,1,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate <= 0.645 → person_income > 0.017 → loan_intent_DEBTCONSOLIDATION <= 0.500 → person_income <= 0.046 → credit_score > 0.527 → person_income > 0.017
30.0,1,70446.0,3,4000.0,11.12,0.06,6.0,622,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0967741935483871,88.85714285714286,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
28.0,0,54179.0,4,17479.0,11.12,0.32,10.0,637,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.13793103448275862,57.90909090909091,1,1,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT > 0.500 → loan_percent_income > 0.386
24.0,1,61239.0,2,12000.0,6.57,0.2,4.0,670,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.08,134.0,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
24.0,0,91071.0,5,3000.0,5.42,0.03,3.0,561,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.2,140.25,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
22.0,1,39854.0,4,6250.0,7.51,0.16,4.0,652,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.17391304347826086,130.4,0,0,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income <= 0.016 → loan_intent_HOMEIMPROVEMENT > 0.500 → person_home_ownership_RENT <= 0.500 → person_age <= 0.047
27.0,0,105315.0,3,20000.0,7.49,0.19,8.0,663,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.10714285714285714,73.66666666666667,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
30.0,1,49689.0,9,2400.0,11.49,0.05,9.0,577,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.2903225806451613,57.7,0,1,0.0,1,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income <= 0.027 → person_home_ownership_OWN <= 0.500 → loan_intent_HOMEIMPROVEMENT <= 0.500 → credit_score <= 0.547 → credit_score > 0.331
34.0,0,73220.0,11,10174.0,11.04,0.14,6.0,597,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.3142857142857143,85.28571428571429,1,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
23.0,1,140247.0,3,11000.0,8.94,0.08,2.0,692,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.125,230.66666666666666,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
27.0,0,71863.0,5,16000.0,13.98,0.22,10.0,655,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.17857142857142858,59.54545454545455,1,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
27.0,1,96645.0,7,15000.0,6.54,0.16,8.0,648,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.25,72.0,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
24.0,0,55127.0,4,4000.0,11.83,0.07,2.0,620,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.16,206.66666666666666,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
25.0,1,139177.0,2,8000.0,19.13,0.06,2.0,643,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.07692307692307693,214.33333333333334,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
24.0,0,19117.0,2,4139.0,13.38,0.22,3.0,496,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.08,124.0,1,0,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income <= 0.007 → loan_percent_income > 0.189 → person_income <= 0.007
31.0,0,29658.0,8,3000.0,7.49,0.1,8.0,640,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.25,71.11111111111111,0,1,29658.0,0,0,previous_loan_defaults_on_file > 0.500
24.0,1,68476.0,0,8006.0,10.11,0.12,4.0,661,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.0,132.2,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
22.0,0,18440.0,3,4500.0,7.88,0.24,4.0,699,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.13043478260869565,139.8,0,0,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income <= 0.007 → loan_percent_income > 0.189 → person_income <= 0.007
25.0,0,84809.0,5,7000.0,12.91,0.08,3.0,649,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.19230769230769232,162.25,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
26.0,0,163171.0,3,15000.0,15.33,0.09,2.0,663,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.1111111111111111,221.0,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
27.0,0,69894.0,4,15000.0,11.99,0.21,10.0,642,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.14285714285714285,58.36363636363637,1,1,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income <= 0.027 → person_home_ownership_OWN > 0.500 → person_income > 0.007
32.0,1,205096.0,12,6000.0,7.9,0.03,8.0,691,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.36363636363636365,76.77777777777777,0,1,205096.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE > 0.500 → credit_score_per_year <= 0.589
26.0,0,53638.0,4,3117.0,9.83,0.06,4.0,676,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.14814814814814814,135.2,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
23.0,1,23649.0,2,1552.0,10.49,0.07,4.0,614,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.08333333333333333,122.8,0,0,23649.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income <= 0.007 → loan_percent_income <= 0.189 → credit_score <= 0.665 → loan_percent_income <= 0.174 → person_income > 0.006 → emp_exp_ratio <= 0.464 → credit_score_per_year <= 0.542
22.0,0,76495.0,0,9600.0,11.03,0.13,4.0,590,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.0,118.0,1,0,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income > 0.027 → credit_score > 0.463 → loan_intent_DEBTCONSOLIDATION > 0.500 → credit_score <= 0.772 → loan_percent_income <= 0.205
32.0,1,63579.0,9,2514.0,9.05,0.04,10.0,665,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.2727272727272727,60.45454545454545,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
35.0,1,152750.0,14,13000.0,10.38,0.09,8.0,612,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.3888888888888889,68.0,0,1,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income > 0.027 → person_income <= 0.270 → credit_score > 0.277
26.0,0,67062.0,2,6500.0,11.29,0.1,3.0,600,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.07407407407407407,150.0,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
24.0,0,100339.0,3,10000.0,13.49,0.1,3.0,633,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.12,158.25,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
31.0,1,100701.0,10,16896.0,11.63,0.17,6.0,654,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.3125,93.42857142857143,1,1,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income > 0.027 → credit_score > 0.463 → loan_intent_DEBTCONSOLIDATION <= 0.500 → loan_int_rate <= 0.509 → credit_score > 0.532
34.0,0,72151.0,9,4100.0,14.91,0.06,10.0,617,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.2571428571428571,56.09090909090909,0,1,0.0,1,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.645 → person_income > 0.026 → loan_intent_DEBTCONSOLIDATION <= 0.500 → loan_intent_MEDICAL <= 0.500 → person_home_ownership_MORTGAGE <= 0.500 → person_income <= 0.030
22.0,1,60616.0,0,6000.0,14.22,0.1,2.0,669,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0,223.0,0,0,60616.0,0,0,previous_loan_defaults_on_file > 0.500
25.0,0,47150.0,4,15086.0,11.85,0.32,2.0,661,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.15384615384615385,220.33333333333334,1,0,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT > 0.500 → loan_percent_income > 0.386
33.0,1,81369.0,10,18000.0,13.11,0.22,7.0,576,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.29411764705882354,72.0,1,1,0.0,1,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income > 0.027 → credit_score > 0.463 → loan_intent_DEBTCONSOLIDATION <= 0.500 → loan_int_rate > 0.509 → person_income > 0.028
23.0,1,58615.0,0,2400.0,12.69,0.04,4.0,637,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,127.4,0,0,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income <= 0.027 → person_home_ownership_OWN > 0.500 → person_income > 0.007
37.0,0,74602.0,13,6350.0,7.51,0.09,14.0,657,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.34210526315789475,43.8,0,2,0.0,0,0,previous_loan_defaults_on_file > 0.500
25.0,0,64686.0,5,13500.0,6.99,0.21,3.0,678,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.19230769230769232,169.5,0,0,64686.0,0,0,previous_loan_defaults_on_file > 0.500
27.0,1,173641.0,1,11000.0,8.9,0.06,6.0,683,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.03571428571428571,97.57142857142857,0,1,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income > 0.027 → person_income <= 0.270 → credit_score > 0.277
39.0,0,82551.0,17,2500.0,7.88,0.03,12.0,569,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.425,43.76923076923077,0,2,0.0,0,0,previous_loan_defaults_on_file > 0.500
24.0,0,48922.0,1,3600.0,10.59,0.07,4.0,586,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.04,117.2,0,0,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income <= 0.027 → credit_score <= 0.588 → person_home_ownership_OWN <= 0.500
24.0,0,37415.0,0,3000.0,11.71,0.08,4.0,655,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,131.0,0,0,37415.0,0,0,previous_loan_defaults_on_file > 0.500
38.0,1,28716.0,15,10000.0,13.42,0.35,16.0,655,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.38461538461538464,38.529411764705884,1,2,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT > 0.500 → loan_percent_income > 0.386
27.0,0,47103.0,4,15000.0,12.68,0.32,5.0,685,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.14285714285714285,114.16666666666667,1,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
24.0,0,71778.0,1,9511.0,7.08,0.13,4.0,483,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.04,96.6,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
28.0,0,99545.0,4,16750.0,20.0,0.17,10.0,678,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.13793103448275862,61.63636363636363,1,1,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.645 → person_income > 0.026 → loan_intent_DEBTCONSOLIDATION <= 0.500 → loan_intent_MEDICAL <= 0.500 → person_home_ownership_MORTGAGE <= 0.500 → person_income > 0.030
24.0,0,63235.0,0,7000.0,7.49,0.11,3.0,681,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,170.25,0,0,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income <= 0.027 → credit_score > 0.588 → person_income <= 0.026
23.0,1,120988.0,3,5400.0,12.23,0.04,2.0,671,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.125,223.66666666666666,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
34.0,0,270864.0,12,3000.0,13.35,0.01,7.0,628,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.34285714285714286,78.5,0,1,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income > 0.027 → credit_score > 0.463 → loan_intent_DEBTCONSOLIDATION > 0.500 → credit_score <= 0.772 → loan_percent_income <= 0.205
28.0,0,37323.0,9,10000.0,10.38,0.27,5.0,655,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.3103448275862069,109.16666666666667,0,1,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT > 0.500 → loan_percent_income > 0.386
37.0,0,71682.0,15,12000.0,15.62,0.17,12.0,551,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.39473684210526316,42.38461538461539,1,2,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.645 → person_income <= 0.026 → loan_intent_EDUCATION <= 0.500 → loan_intent_VENTURE <= 0.500 → loan_intent_PERSONAL <= 0.500 → age_bin <= 0.875
42.0,0,132624.0,22,6000.0,8.9,0.05,14.0,701,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.5116279069767442,46.733333333333334,0,2,0.0,0,0,previous_loan_defaults_on_file > 0.500
22.0,0,35365.0,0,1200.0,15.7,0.03,4.0,557,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.0,111.4,0,0,35365.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.645 → person_income <= 0.026 → loan_intent_EDUCATION <= 0.500 → loan_intent_VENTURE <= 0.500 → loan_intent_PERSONAL <= 0.500 → age_bin <= 0.875
27.0,0,49956.0,0,2000.0,15.27,0.04,7.0,645,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,80.625,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
23.0,0,73008.0,4,5000.0,6.91,0.07,3.0,661,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.16666666666666666,165.25,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
22.0,0,75022.0,0,5000.0,6.03,0.07,4.0,618,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,123.6,0,0,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income > 0.027 → person_income <= 0.270 → credit_score > 0.277
23.0,1,136525.0,2,19750.0,20.0,0.14,4.0,577,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.08333333333333333,115.4,1,0,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.645 → person_income > 0.026 → loan_intent_DEBTCONSOLIDATION <= 0.500 → loan_intent_MEDICAL <= 0.500 → person_home_ownership_MORTGAGE > 0.500 → credit_score <= 0.570
25.0,0,61090.0,5,25000.0,12.57,0.41,5.0,551,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.19230769230769232,91.83333333333333,1,0,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT > 0.500 → loan_percent_income > 0.386
28.0,0,29893.0,8,5000.0,12.4,0.17,6.0,584,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.27586206896551724,83.42857142857143,1,1,29893.0,0,0,previous_loan_defaults_on_file > 0.500
24.0,0,68121.0,1,9000.0,11.01,0.13,2.0,651,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.04,217.0,0,0,68121.0,0,0,previous_loan_defaults_on_file > 0.500
39.0,1,111164.0,18,3533.0,5.94,0.03,11.0,684,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.45,57.0,0,2,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income > 0.027 → person_income <= 0.270 → credit_score > 0.277
28.0,1,40452.0,4,8500.0,13.99,0.21,9.0,670,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.13793103448275862,67.0,1,1,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income <= 0.027 → person_home_ownership_OWN <= 0.500 → loan_intent_HOMEIMPROVEMENT <= 0.500 → credit_score > 0.547 → person_income <= 0.026
29.0,1,47231.0,7,2200.0,12.92,0.05,8.0,649,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.23333333333333334,72.11111111111111,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
25.0,1,44727.0,3,18000.0,9.17,0.4,2.0,591,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.11538461538461539,197.0,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
22.0,1,16077.0,3,1000.0,14.96,0.06,3.0,642,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.13043478260869565,160.5,0,0,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.645 → person_income <= 0.026 → loan_intent_EDUCATION <= 0.500 → loan_intent_VENTURE <= 0.500 → loan_intent_PERSONAL > 0.500 → credit_score <= 0.732
23.0,1,111677.0,2,6887.0,12.23,0.06,4.0,577,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.08333333333333333,115.4,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
24.0,0,145248.0,1,14000.0,10.0,0.1,3.0,573,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.04,143.25,0,0,145248.0,0,0,previous_loan_defaults_on_file > 0.500
26.0,1,68226.0,3,15000.0,14.35,0.22,2.0,621,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.1111111111111111,207.0,1,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
23.0,0,71451.0,0,1200.0,11.71,0.02,4.0,665,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,133.0,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
21.0,1,67422.0,1,6000.0,10.99,0.09,3.0,588,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.045454545454545456,147.0,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
22.0,0,46673.0,0,4000.0,14.42,0.09,2.0,670,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.0,223.33333333333334,0,0,0.0,0,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate <= 0.645 → person_income <= 0.017 → credit_score <= 0.730 → loan_amnt <= 0.223 → loan_int_rate > 0.613 → loan_intent_VENTURE > 0.500
24.0,1,91270.0,3,6400.0,10.36,0.07,4.0,619,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.12,123.8,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
22.0,0,46057.0,1,3200.0,13.04,0.07,2.0,613,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.043478260869565216,204.33333333333334,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
25.0,0,54938.0,2,5000.0,10.78,0.09,4.0,635,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.07692307692307693,127.0,0,0,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income <= 0.027 → credit_score > 0.588 → person_income <= 0.026
27.0,0,90954.0,2,8000.0,14.0,0.09,5.0,636,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.07142857142857142,106.0,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
23.0,0,99466.0,0,9000.0,7.49,0.09,4.0,632,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.0,126.4,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
34.0,1,90967.0,10,6500.0,9.38,0.07,7.0,659,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.2857142857142857,82.375,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
27.0,1,71852.0,6,13000.0,7.82,0.18,6.0,498,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.21428571428571427,71.14285714285714,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
27.0,1,84918.0,5,6000.0,11.86,0.07,6.0,653,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.17857142857142858,93.28571428571429,0,1,84918.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income > 0.027 → credit_score > 0.463 → loan_intent_DEBTCONSOLIDATION <= 0.500 → loan_int_rate <= 0.509 → credit_score > 0.532
26.0,0,106576.0,0,8000.0,6.91,0.08,3.0,698,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,174.5,0,1,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income > 0.027 → person_income <= 0.270 → credit_score > 0.277
25.0,0,66909.0,0,1200.0,11.58,0.02,4.0,606,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.0,121.2,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
27.0,0,51158.0,2,10000.0,11.01,0.2,8.0,711,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.07142857142857142,79.0,0,1,51158.0,0,0,previous_loan_defaults_on_file > 0.500
55.0,1,41815.0,33,12000.0,6.92,0.29,30.0,592,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.5892857142857143,19.096774193548388,0,3,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT > 0.500 → loan_percent_income > 0.386
26.0,0,72650.0,3,20000.0,10.08,0.28,4.0,606,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.1111111111111111,121.2,0,1,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT > 0.500 → loan_percent_income > 0.386
27.0,0,64583.0,8,5600.0,11.86,0.09,6.0,672,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.2857142857142857,96.0,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
35.0,1,34802.0,14,8500.0,11.58,0.24,6.0,663,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.3888888888888889,94.71428571428571,1,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
